country,year,sex,iso2c,iso3c,region,capital,longitude,latitude,income,lending,lifexp,pop,primedu,smoke,unemployed,obese
Belgium,1995,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,73.47,4961594,NA,NA,362593,714469.5360000001
Belgium,1995,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,80.38,5175217,NA,NA,632101,848735.5879999999
Belgium,1996,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,73.88,4971479,NA,NA,368138,735778.8920000001
Belgium,1996,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,80.66,5185158,NA,NA,643426,860736.228
Belgium,1997,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,74.2,4983657,NA,NA,353291,757515.864
Belgium,1997,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,80.7,5197588,NA,NA,600113,878392.3719999999
Belgium,1998,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,74.4,4994557,NA,NA,378687,774156.335
Belgium,1998,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,80.7,5208451,NA,NA,609597,890645.121
Belgium,1999,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,74.4,5006580,NA,NA,374142,796046.22
Belgium,1999,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,81,5219839,NA,NA,533207,903032.1470000001
Belgium,2000,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,74.6,5019740,NA,NA,266448,818217.62
Belgium,2000,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,81,5231510,NA,NA,433274,915514.25
Belgium,2001,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,74.9,5038558,NA,NA,283671,841439.1859999999
Belgium,2001,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,81.2,5248012,NA,NA,363267,934146.136
Belgium,2002,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,75.1,5063146,NA,NA,316193,865797.966
Belgium,2002,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,81.2,5269639,NA,NA,410979,948535.02
Belgium,2003,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,75.3,5086571,NA,NA,378492,890149.9249999999
Belgium,2003,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,81.1,5289562,NA,NA,422953,962700.284
Belgium,2004,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,76,5110738,NA,NA,339966,914822.102
Belgium,2004,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,81.9,5310399,NA,NA,439860,977113.416
Belgium,2005,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,76.2,5140743,NA,NA,390696,940755.9689999999
Belgium,2005,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,81.9,5337874,NA,NA,507739,998182.438
Belgium,2006,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,76.6,5176325,NA,NA,383048,967972.775
Belgium,2006,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,82.3,5371633,NA,NA,500314,1015238.6369999999
Belgium,2007,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,77.1,5215882,NA,1632571,347639,996233.462
Belgium,2007,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,82.6,5409818,NA,1314586,457021,1033275.238
Belgium,2008,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,76.9,5258403,NA,NA,340219,1030646.988
Belgium,2008,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,82.6,5451570,NA,NA,414319,1052153.01
Belgium,2009,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,77.4,5301677,NA,NA,410615,1060335.4000000001
Belgium,2009,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,82.8,5494816,NA,NA,445410,1071489.12
Belgium,2010,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,77.5,5350771,NA,1605231,433841,1091557.284
Belgium,2010,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,83,5544815,NA,1330756,472196,1092328.555
Belgium,2011,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,78,5420651,NA,NA,385191,1127495.408
Belgium,2011,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,83.3,5617613,NA,NA,403345,1117904.987
Belgium,2012,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,77.8,5453743,NA,1592493,417266,1161647.259
Belgium,2012,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,83.1,5653189,NA,1351112,418845,1136290.989
Belgium,2013,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,78.1,5479418,NA,NA,473422,1189033.706
Belgium,2013,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,83.2,5679989,NA,NA,464055,1153037.767
Belgium,2014,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,78.8,5505521,NA,1558062,496543,1222225.662
Belgium,2014,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,83.9,5703536,NA,1340331,452861,1169224.88
Belgium,2015,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,78.7,5541882,NA,NA,503868,1252465.332
Belgium,2015,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,83.4,5732314,NA,NA,445286,1186588.998
Belgium,2016,Male,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,79,5577477,NA,1539384,449489,1288397.1870000002
Belgium,2016,Female,BE,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified,84,5753945,NA,1340669,434998,1208328.45
Belize,1975,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.249,66463,NA,NA,NA,2592.057
Belize,1975,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.262,66797,NA,NA,NA,8950.798
Belize,1976,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.546,67558,NA,NA,NA,2769.8779999999997
Belize,1976,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.736,67589,NA,NA,NA,9259.693
Belize,1977,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.844,68663,NA,NA,NA,2883.846
Belize,1977,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,70.194,68326,NA,NA,NA,9497.314
Belize,1978,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,67.148,69853,NA,NA,NA,3003.6789999999996
Belize,1978,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,70.631,69112,NA,NA,NA,9813.903999999999
Belize,1979,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,67.459,71186,NA,NA,NA,3203.37
Belize,1979,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.046,70119,NA,NA,NA,10167.255
Belize,1980,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,67.781,72730,NA,NA,NA,3418.31
Belize,1980,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.441,71425,NA,NA,NA,10570.900000000001
Belize,1981,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,68.11,74486,NA,NA,NA,3575.328
Belize,1981,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.82,73080,NA,NA,NA,11035.08
Belize,1982,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,68.435,76454,NA,NA,NA,3822.7000000000003
Belize,1982,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.185,75046,NA,NA,NA,11557.084
Belize,1983,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,68.74,78579,NA,NA,NA,4086.108
Belize,1983,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.531,77243,NA,NA,NA,12204.394
Belize,1984,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.01,80803,NA,NA,NA,4363.362
Belize,1984,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.85,79544,NA,NA,NA,12806.584
Belize,1985,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.226,83076,NA,NA,NA,4652.255999999999
Belize,1985,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.132,81845,NA,NA,NA,13422.579999999998
Belize,1986,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.371,85417,NA,NA,NA,4954.186
Belize,1986,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.361,84151,NA,NA,NA,14137.368
Belize,1987,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.434,87832,NA,NA,NA,5269.92
Belize,1987,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.527,86488,NA,NA,NA,14789.448
Belize,1988,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.41,90237,NA,NA,NA,5594.6939999999995
Belize,1988,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.624,88791,NA,NA,NA,15538.425
Belize,1989,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.298,92505,NA,NA,NA,5920.32
Belize,1989,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.645,90964,NA,NA,NA,16282.555999999999
Belize,1990,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.089,94571,NA,NA,NA,6241.686000000001
Belize,1990,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.581,92981,NA,NA,NA,17015.523
Belize,1991,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,68.774,96363,NA,NA,7021,6649.0470000000005
Belize,1991,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.419,94765,NA,NA,14241,17721.055
Belize,1992,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,68.373,97953,92343,NA,7430,6954.663
Belize,1992,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.171,96371,90169,NA,13875,18406.861
Belize,1993,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,67.914,99581,NA,NA,7724,7368.994000000001
Belize,1993,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.861,98041,NA,NA,14095,19117.995
Belize,1994,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,67.431,101603,NA,NA,9236,7823.431
Belize,1994,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.516,100077,NA,NA,15735,20015.4
Belize,1995,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.972,104242,92668,NA,10476,8339.36
Belize,1995,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.18,102721,91872,NA,18549,20955.084
Belize,1996,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.587,107604,103591,NA,12583,8931.132
Belize,1996,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.898,106060,100817,NA,19799,22166.54
Belize,1997,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.308,111579,NA,NA,10083,9595.794
Belize,1997,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.701,110001,NA,NA,22832,23540.214
Belize,1998,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.153,115940,NA,NA,12569,10434.6
Belize,1998,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.611,114304,NA,NA,24911,25032.575999999997
Belize,1999,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.131,120338,120133,NA,10990,11191.434000000001
Belize,1999,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.635,118650,116345,NA,24476,26696.25
Belize,2000,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.225,124519,127818,NA,9003,12078.342999999999
Belize,2000,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.762,122796,119607,NA,22461,28243.08
Belize,2001,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.401,128402,127912,NA,7500,12968.601999999999
Belize,2001,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.965,126661,129243,NA,19639,29765.335
Belize,2002,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.616,132060,NA,NA,9771,13866.3
Belize,2002,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.204,130318,NA,NA,19763,31276.32
Belize,2003,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,66.838,135577,129306,NA,10029,14642.316000000003
Belize,2003,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.448,133848,132709,NA,21469,32926.608
Belize,2004,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,67.061,139080,135844,NA,10393,15576.96
Belize,2004,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.691,137424,134166,NA,22716,34493.424
Belize,2005,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,67.303,142663,141288,NA,10561,16548.908
Belize,2005,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,72.937,141137,138081,NA,24284,36131.072
Belize,2006,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,67.602,146322,144748,NA,9076,17558.64
Belize,2006,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.204,145007,139145,NA,21857,37846.827000000005
Belize,2007,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,67.985,150033,144979,NA,8853,18604.092
Belize,2007,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.515,148992,151074,NA,19554,39631.872
Belize,2008,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,68.461,153784,145025,NA,8529,19684.352
Belize,2008,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,73.88,153039,146176,NA,19581,41473.569
Belize,2009,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.011,157548,154663,NA,9251,20796.336
Belize,2009,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,74.293,157107,159017,NA,20342,43361.53200000001
Belize,2010,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,69.594,161327,166473,NA,9480,21940.472
Belize,2010,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,74.744,161137,158358,NA,20877,45279.497
Belize,2011,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,70.152,165115,170555,NA,9659,23116.100000000002
Belize,2011,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,75.215,165122,172740,NA,21152,47390.013999999996
Belize,2012,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,70.637,168917,180946,NA,9817,24492.964999999997
Belize,2012,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,75.683,169083,184304,NA,21518,49372.236
Belize,2013,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.014,172703,175839,NA,10048,25905.45
Belize,2013,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,76.129,173012,175746,NA,21768,51557.576
Belize,2014,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.274,176447,182386,NA,8381,27349.285
Belize,2014,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,76.537,176919,178226,NA,24785,53606.456999999995
Belize,2015,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.424,180138,188939,NA,9783,28822.08
Belize,2015,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,76.896,180795,187242,NA,20005,55865.655
Belize,2016,Male,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,71.495,183752,192902,NA,8074,30319.08
Belize,2016,Female,BZ,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD,77.199,184648,195181,NA,20524,58164.12
Benin,1975,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,42.645,1573664,588186,NA,NA,4720.992
Benin,1975,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,47.122,1691501,222065,NA,NA,28755.517000000003
Benin,1976,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,43.034,1613797,579349,NA,NA,6455.188
Benin,1976,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,47.773,1733376,249374,NA,NA,32934.144
Benin,1977,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,43.402,1656027,586498,NA,NA,6624.108
Benin,1977,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,48.376,1777412,242123,NA,NA,35548.24
Benin,1978,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,43.753,1700363,642684,NA,NA,6801.452
Benin,1978,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,48.932,1823575,283652,NA,NA,38295.075000000004
Benin,1979,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,44.097,1746755,680992,NA,NA,8733.775
Benin,1979,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,49.445,1871771,319797,NA,NA,43050.733
Benin,1980,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,44.459,1795186,721702,NA,NA,8975.93
Benin,1980,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,49.934,1921979,377718,NA,NA,48049.475000000006
Benin,1981,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,44.872,1845824,809219,NA,NA,11074.944
Benin,1981,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,50.422,1974304,361922,NA,NA,53306.208000000006
Benin,1982,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,45.359,1898838,869069,NA,NA,11393.028
Benin,1982,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,50.932,2028876,435084,NA,NA,56808.52799999999
Benin,1983,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,45.935,1954270,1027126,NA,NA,11725.62
Benin,1983,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,51.476,2085679,422468,NA,NA,62570.369999999995
Benin,1984,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,46.599,2012142,830375,NA,NA,14084.993999999999
Benin,1984,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,52.057,2144677,391970,NA,NA,68629.664
Benin,1985,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,47.356,2072577,980346,NA,NA,16580.616
Benin,1985,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,52.677,2205924,446090,NA,NA,75001.41600000001
Benin,1986,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,48.202,2135321,919754,NA,NA,17082.568
Benin,1986,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,53.331,2269185,419152,NA,NA,83959.84500000002
Benin,1987,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,49.105,2200613,914668,NA,NA,19805.517000000003
Benin,1987,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,53.996,2334650,415572,NA,NA,91051.35
Benin,1988,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,50.024,2269539,859429,NA,NA,22695.39
Benin,1988,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,54.645,2403313,403934,NA,NA,98535.83299999998
Benin,1989,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,50.919,2343544,874539,NA,NA,23435.44
Benin,1989,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,55.256,2476472,413958,NA,NA,108964.76800000001
Benin,1990,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,51.732,2423543,632964,NA,NA,26658.973
Benin,1990,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,55.795,2554953,292530,NA,NA,117527.838
Benin,1991,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,52.402,2510181,729753,NA,53919,30122.172000000002
Benin,1991,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,56.227,2639318,360827,NA,14437,129326.58200000001
Benin,1992,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,52.905,2602819,772349,NA,56533,33836.647000000004
Benin,1992,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,56.54,2728984,371119,NA,15828,139178.18399999998
Benin,1993,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,53.238,2699502,880153,NA,55907,37793.028
Benin,1993,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,56.739,2822261,420906,NA,17413,152402.094
Benin,1994,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,53.41,2797457,981278,NA,53991,41961.854999999996
Benin,1994,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,56.833,2916763,475902,NA,17588,166255.491
Benin,1995,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,53.455,2894761,1183701,NA,50832,43421.415
Benin,1995,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,56.848,3010797,586881,NA,18727,180647.82
Benin,1996,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,53.425,2990565,1323035,NA,48926,47849.04
Benin,1996,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,56.818,3103694,631084,NA,18095,195532.722
Benin,1997,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,53.389,3085567,1459375,NA,45636,52454.639
Benin,1997,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,56.785,3196072,706109,NA,18282,210940.752
Benin,1998,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,53.403,3181233,1616276,NA,43042,57262.194
Benin,1998,Female,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,56.789,3289032,790584,NA,17629,226943.208
Benin,1999,Male,BJ,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Low income,IDA,53.499,3279808,NA,NA,40374,65596.16
